,,company name,From WCIDWMD,From WCIDWMD,,,,,,type POST or PRE,does the student continue the work they started during their degree? etc
2023,Co-founder ,Rescued Glass,,,,,,https://www.linkedin.com/company/rescued-glass/,,PRE,
2023,Human Resources and Employer Parternerships Intern,Riipen,,,,,,https://www.riipen.com/careers,,PRE,
2023,"Manager, Government Programs",Rivian,,Policy,Policy,Government,,https://careers.rivian.com/careers-home/,,POST,
2023,International Senior Concierge,Rove Concepts,,"Hospitality & Retail (Food, Service Industries)",Customer Experience and Service Management,,,https://roveconcepts.bamboohr.com/careers,,PRE,
2023,Concierge Supervisor,Rove Concepts,,"Hospitality & Retail (Food, Service Industries)",Customer Experience and Service Management,,,https://roveconcepts.bamboohr.com/careers,,POST,
2023,Concierge Trainer,Rove Concepts,,"Hospitality & Retail (Food, Service Industries)",Customer Experience and Service Management,,,https://roveconcepts.bamboohr.com/careers,,POST,
2023,Controller,Safesidewalks Canada,,,,,,https://www.safesidewalks.ca/,,POST,Started during degree
2023,Campus Ambassador,sakebomb,,,,,,https://www.instagram.com/bombbevs/?hl=en,,PRE,
2023,Research Intern,Satstreet,,,,,,https://www.satstreet.com/about/join,,PRE,
2023,General Clerk,Save-On-Foods,,,,,,https://www.saveonfoods.com/join-our-team,,PRE,
2023,Account Manager ,Savvy Social ,,,,,,https://www.savvycapital.io/,,PRE,
2023,Warehouse Associate,SCI Group Inc (Acquired by Metro Supply Chain),,,,,,https://www.metroscg.com/our-company/careers/,,PRE,
2023,Investment Banking Analyst,Scotiabank,,,,,,https://www.scotiabank.com/careers/en/careers.html,,POST,
2023,"Analyst, Commercial Accelerate Program",Scotiabank,,,,,,https://www.scotiabank.com/careers/en/careers.html,,POST,
2023,Software Engineer Intern,SD Companise srl,,,,,,https://www.sdcompanies.it/,,POST,
2023,Program Intern at Rise Up,Seas At Risk,,,,,,https://seas-at-risk.org/careers/,,PRE,
2023,Summer Intern,Senior Living Smart,,,,,,https://seniorlivingsmart.com/careers/,,PRE,
2023,Program Assistant,Shad Canada,,,,,,https://www.shad.ca/careers/,,POST,
2023,Barista & Cashier,Sharetea,,,,,,https://www.1992sharetea.com/canada,,PRE,
2023,Customer Solutions Expert,Shaw Communications (Acquired by Rogers),,,,,,https://jobs.rogers.com/?icid=R_WIR_CMH_MF16G7,,PRE,
2023,Data Analyst,SIGELEC S.A.C.,,,,,,https://www.sigelec.com.pe/,,PRE,
2023,Think Tank Research Assistant,Simbi Foundation,,,,,,https://simbifoundation.org/research/,,PRE,
2023,Bartender,Slackwater Brewing,,,,,,https://www.slackwaterbrewing.com/,,PRE,
2023,Institutional Sales Intern,Solactive AG,,,,,,https://www.solactive.com/career/,,PRE,
2023,Index Analyst ,Solactive AG,,,,,,https://www.solactive.com/career/,,PRE,
2023,Conservation Projects Assistant,Somenos Marsh Wildlife Society,,,,,,https://www.somenosmarsh.com/volunteer-with-us,,PRE,
2023,Conservation Projects and Communications Coordinator,Somenos Marsh Wildlife Society,,,,,,https://www.somenosmarsh.com/volunteer-with-us,,PRE,
2023,Market Researcher,Standard Surveyors,,,,,,https://www.standard-cargosurvey.com/page10091.html,,PRE,
2023,Market Research Intern,Standard Surveyors,,,,,,https://www.standard-cargosurvey.com/page10091.html,,PRE,
2023,Barista,Starbucks,,,,,,https://careers.starbucks.com/,,PRE,
2023,Program Officer,Statistics Canada,,,,,,https://www.statcan.gc.ca/en/job-opportunities?HPA=1,,PRE,
2023,Enumerator,Statistics Canada,,,,,,https://www.statcan.gc.ca/en/job-opportunities?HPA=1,,PRE,
2023,Junior Analyst,Statistics Canada,,,,,,https://www.statcan.gc.ca/en/job-opportunities?HPA=1,,PRE,
2023,Customer Service Representative,Steve's Poke Bar Group,,,,,,https://www.stevespokebar.ca/careers,,POST,
2023,Quantitative Analyst,Stoch Analytics,,,,,,https://stochanalytics.com/about-us/careers/,,POST,
2023,Economics Research Intern,StreetWire,,,,,,https://www.streetwire.net/,,PRE,
2023,Financial Research Intern,StreetWire,,,,,,https://www.streetwire.net/,,PRE,
2023,Full Stack Developer,Suune,,,,,,https://www.linkedin.com/company/suune/about/,,POST,
2023,Customer Experienece Associate ,TD,,,,,,https://td.wd3.myworkdayjobs.com/en-US/TD_Bank_Careers,,PRE,
2023,Business Development Associate,Tealeaves,,,,,,https://www.tealeaves.com/pages/careers,,PRE,
2023,Brand and Program Management Associate,Tealeaves,,,,,,https://www.tealeaves.com/pages/careers,,PRE,
2023,Brand & Operations Associate,Tealeaves,,,,,,https://www.tealeaves.com/pages/careers,,PRE,
2023,Nature x Design Ambassador,Tealeaves,,,,,,https://www.tealeaves.com/pages/careers,,PRE,
2023,Operations Team Member,TED Conferences,,,,,,https://www.ted.com/about/our-organization/jobs-at-ted,,PRE,
2023,Equity Research Associate,Tegus (Acquired by Alphasense),,,,,,https://www.tegus.com/,,POST,
2023,Application Reader & Interviewer,Telluride Association,,,,,,https://tellurideassociation.org/about-us/employment/,,PRE,
2023,Telephone and Field Sales Specialist,TELUS,,,,,,https://www.telus.com/en/about/careers?linktype=ge-footer,,PRE,
2023,Graduate Research Fellow,TELUS,,,,,,https://www.telus.com/en/about/careers?linktype=ge-footer,,POST,
2023,Field Sales Representative,TELUS,,,,,,https://www.telus.com/en/about/careers?linktype=ge-footer,,PRE,
2023,Varsity Program UBC Ambassador,TELUS,,,,,,https://www.telus.com/en/about/careers?linktype=ge-footer,,PRE,
2023,Social Media Marketing Specialist,Tilly (formerly Tern),,,,,,https://heytilly.ai/,,POST,
2023,Cafe Server,Terra Breads Inc.,,,,,,https://terrabreads.com/pages/careers,,PRE,
2023,Public Policy and Business Development (Canada),Tesla,,,,,,https://www.tesla.com/careers,,PRE,
2023,Government Programs- Tesla Charging,Tesla,,,,,,https://www.tesla.com/careers,,POST,
2023,Advanced Technology and AI 2030 Researcher,The American Security Project,,,,,,https://www.americansecurityproject.org/about/employment/,,POST,
2023,Auxiliary Supervisor and Climbing Instructor,The Boulders Climbing Gym,,,,,,https://climbtheboulders.com/#,,PRE,
2023,Baker/Barista,"The Boulevard Coffee Roasting Company, Inc.",,,,,,N/A,,PRE,
2023,Assistant Manager,"The Boulevard Coffee Roasting Company, Inc.",,,,,,N/A,,PRE,
2023,Manager,"The Boulevard Coffee Roasting Company, Inc.",,,,,,N/A,,PRE,
2023,Research Analyst,The Brattle Group,,,,,,https://www.brattle.com/careers/,,POST,
2023,Senior Research Analyst,The Brattle Group,,,,,,https://www.brattle.com/careers/,,POST,
2023,Labor Economics and Costing Analyst ,The Health Employers Association of BC (HEABC),,,,,,https://www.heabc.bc.ca/Page33.aspx,,POST,
2023,Writer,The New Business Review,,,,,,https://www.linkedin.com/company/thenbr/about/,,PRE,
2023,MIINT Impact Investor,The Turner MIINT (MBA Impact Investing Network & Training),,,,,,https://www.turnermiint.org/get-involved,,POST,
2023,Operations Staff,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Residence Advisor,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Research Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Development and Alumni Engagement (DAE) Ambassador,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,UBC Student Ambassador,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Administrative Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Research Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Global Ambassador,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Head Lifeguard,Tide's Out Services Ltd.,,,,,,N/A,,PRE,
2023,Consultant,TomorrowNow.org,,,,,,https://tomorrownow.org/form/,,POST,
2023,Member of House Council for Hemlesem House,Totem Park Residence Association,,,,,,https://www.instagram.com/tpraubc_official/?hl=en,,PRE,
2023,Sales Associate,Totem Poles,,,,,,https://www.thetotempoles.com/,,PRE,
2023,Lifeguard and Swim Instructor ,Township of Langley,,,,,,https://www.tol.ca/en/connect/careers.aspx,,PRE,
2023,Policy Analyst,Treasury Board of Canada Secratariat,,,,,,https://www.canada.ca/en/treasury-board-secretariat/corporate/understanding-application-process.html,,POST,
2023,Junior Analyst,Treasury Board of Canada Secratariat,,,,,,https://www.canada.ca/en/treasury-board-secretariat/corporate/understanding-application-process.html,,POST,
2023,Business Intern,Trvlar,,,,,,https://www.linkedin.com/company/trvlarinc/about/,,PRE,
2023,Political/Economic Intern,U.S. Department of State,,,,,,https://careers.state.gov/,,PRE,
2023,Political/Economic Assistant,U.S. Department of State,,,,,,https://careers.state.gov/,,PRE,
2023,Orientation Leader,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Mathematics Tutor,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Teaching Assistant(ECON 255),UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Research Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Research Intern,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Teaching Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Orientation Leader,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Marketing Assisant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Orientation Leader,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Teaching Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Orientation Transition Leader,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Notetaker,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Research Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Food Services Student Worker,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Senior Residence Advisor,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Teaching Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Mathematics Tutor,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Research Analyst,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Teaching Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Teaching Assistant (Econ 255),UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Teaching Assistant (Econ 101),UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Teaching Assistant (Econ 101),UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Undergraduate Research Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Teaching Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Educational Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Chapman Learning Commons Project Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Teaching Assistant (ECON 102),UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Research Assistant (Education Policy and Firm Consolidation),UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,TA,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Teaching Assistant for Econ364,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Teaching Assisstant ,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Financial Management Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Collegia Advisor,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2023,Graduate Research Analyst And Teaching Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,POST,
2023,Event Coordinator,UBC Canadian Liver Foundation,,,,,,https://www.instagram.com/ubc.clf/?hl=en,,PRE,
2023,Notetaker,UBC Centre for Accessibility,,,,,,https://students.ubc.ca/about-student-services/centre-for-accessibility/,,PRE,
2023,Finance Assistant,UBC Electrical and Computer Engineering,,,,,,https://ece.ubc.ca/about/openings/,,POST,
2023,Corporate Relations Coordinator,UBC eProjects ,,,,,,https://ubceprojects.netlify.app/,,PRE,
2023,Communications and Marketing Coordinator,UBC Global Lounge,,,,,,https://students.ubc.ca/about-student-services/simon-k-y-lee-global-lounge-resource-centre/,,PRE,
2023,Varsity Events Staff,UBC Recreation,,,,,,https://recreation.ubc.ca/home/employment/,,PRE,
2023,Data Analysis Research Assistant (Gig Economy Workforce),UBC Sauder School of Business,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2023,Marketing and Consumer Behaviour Research Assistant,UBC Sauder School of Business,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2023,Research Assistant,UBC Sauder School of Business,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2023,Teacher Assistant,UBC Sauder School of Business,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2023,Research Assistant,UBC Sauder School of Business,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2023,Teaching Assistant (COMM 491/COEC 491),UBC Sauder School of Business,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2023,Teaching Assistant,UBC Sauder School of Business,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2023,Research Assistant,UBC Sauder School of Business,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2023,Undergraduate Research Assistant,UBC Sauder School of Business ,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2023,Program Assistant Intern,UBC Sauder School of Business Diploma in Accounting,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,POST,
2023,Residence Advisor,UBC Student Advising and Hospitality Services,,,,,,https://vancouver.housing.ubc.ca/jobs/,,PRE,
2023,Residence Advisor,UBC Student Housing and Hospitality Services,,,,,,https://vancouver.housing.ubc.ca/jobs/,,PRE,
2023,Service Crew,Uncle Fatih’s Pizza ,,,,,,https://www.unclefatih.com/about/,,PRE,
2023,Teaching Assistant,University of Toronto,,,,,,https://jobs.utoronto.ca/,,POST,
2023,Research Assistant,University of Toronto- Rotman School of Management,,,,,,https://www.rotman.utoronto.ca/,,POST,
2023,Executive Assistant,University of Victoria,,,,,,https://www.uvic.ca/faculty-staff/careers/why-apply-to-uvic/index.php,,POST,
2023,Foreign Agricultural Service Intern,USDA,,Government,Government,Policy,Internships,https://www.usda.gov/about-usda/working-usda/careers,,PRE,
2023,Project Director,Vancouver School of Economics Undergraduate Society,,Post-Secondary Institution,Project / Program Development,Post-Secondary Institution,,https://www.vseus.ca/,,PRE,
2023,Merchandise Director,Vancouver School of Economics Undergraduate Society,,Post-Secondary Institution,Operations and Supply Chain Management,Post-Secondary Institution,,https://www.vseus.ca/,,PRE,
2023,Vice President Administration,Vancouver School of Economics Undergraduate Society,,Post-Secondary Institution,Administration and Office Management,Post-Secondary Institution,,https://www.vseus.ca/,,PRE,
2023,Event Coordinator,Vancouver School of Economics Undergraduate Society ,,Post-Secondary Institution,Project / Program Development,Post-Secondary Institution,,https://www.vseus.ca/,,PRE,
2023,Sales Representative,Vector Marketing,,,,,,https://thevectorimpact.com/learn-more-6-things/?utm_source=linkedin&utm_medium=social-media&utm_content=bio&utm_campaign=#learn,,PRE,
2023,Shift Lead,Virtuous Pie,,,,,,https://www.virtuouspie.com/,,PRE,
2023,Business Development Coordinator,Virtus Groups,,,,,,https://www.virthym.com/,,PRE,
2023,Research Assistant,VSE,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Teaching Assistant(ECON 255),VSE,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Research Assisant,VSE,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Research Assistant,VSE,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Research Assistant,VSE,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Research Assistant Intern,VSE,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Research Assistant,VSE,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Research Assistant,VSE,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,BIE Research Internship,VSE,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Research Assistant,VSE,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Teaching Assistant (Econ 255),VSE,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Research Assistant,VSE,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Research Assistant,VSE,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Survey Analyst,VSE,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Business Development and Events Manager,VSE ,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Research Intern,VSE ,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Research Assisstant (RA),VSE ,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Research Assistant,VSE ,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Research Assistant,VSE  ,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Research Assistant,VSE  ,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Research Assistant (Behavioural Economics),VSE,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Research Assistant (Educational Policy & Firm Consolidation),VSE,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2023,Excel Course Designer,VSECC,,,,,,https://careercentre.economics.ubc.ca/volunteer-with-us/,,PRE,
2023,Data Tracking and Reporting Analyst,VSECC,,,,,,https://careercentre.economics.ubc.ca/volunteer-with-us/,,PRE,
2023,Business Development and Events Coordinator,VSECC,,,,,,https://careercentre.economics.ubc.ca/volunteer-with-us/,,PRE,
2023,Data Analyst Volunteer,VSECC,,,,,,https://careercentre.economics.ubc.ca/volunteer-with-us/,,PRE,
2023,Program Development Assisant,VSECC,,,,,,https://careercentre.economics.ubc.ca/volunteer-with-us/,,PRE,
2023,Program and Business Development Intern,VSECC,,,,,,https://careercentre.economics.ubc.ca/volunteer-with-us/,,PRE,
2023,Database Developer,VSECC,,,,,,https://careercentre.economics.ubc.ca/volunteer-with-us/,,PRE,
2023,BIE Peer Coach,VSECC,,,,,,https://careercentre.economics.ubc.ca/volunteer-with-us/,,PRE,
2023,Program Development Assistant,VSECC,,,,,,https://careercentre.economics.ubc.ca/volunteer-with-us/,,PRE,
